age,income,credit_score,employment_type,loan_amount,loan_tenure,emi_to_income_ratio,past_default_history,default_status
20,263831.0014,633,Self-Employed,56190.494,48,0.053242358,0,0
39,210809.8739,689,Self-Employed,98437.59648,12,0.46692307,1,0
52,70242.204,715,Self-Employed,35451.12257,36,0.168204039,0,0
45,157010.7986,669,Salaried,15028.29201,24,0.047853854,0,0
58,69479.20486,548,Salaried,121440.9908,48,0.436893385,0,1
59,478761.4414,576,Contract,52530.79691,48,0.027429882,1,1
29,118713.7255,564,Salaried,66240.57362,48,0.139482352,0,1
18,103157.2943,704,Contract,26167.86786,24,0.126820039,0,0
53,141368.6217,561,Self-Employed,29573.90558,48,0.052294836,0,0
47,217066.7248,650,Salaried,110300.6574,60,0.101622725,0,0
40,31118.61309,652,Self-Employed,37215.72646,12,1.195470399,1,1
54,98332.03032,631,Salaried,64920.614,36,0.220045941,0,0
45,586687.7053,754,Salaried,72528.90428,60,0.02472437,0,0
66,215159.4895,710,Self-Employed,45405.29061,36,0.070339695,1,0
22,202069.7307,676,Contract,43535.81615,12,0.215436675,0,0
53,232397.0085,669,Self-Employed,90153.23385,12,0.387907656,0,0
64,66187.72535,606,Contract,21603.70151,12,0.326341256,1,0
27,988688.0411,557,Self-Employed,35802.69917,24,0.018105946,0,0
22,282835.1866,540,Contract,18672.36281,48,0.016503932,0,0
31,119220.0644,527,Salaried,557993.842,24,2.339948758,0,1
41,279767.3857,852,Self-Employed,34810.19498,12,0.124420157,0,0
45,342605.5809,667,Unemployed,110365.9124,48,0.080531414,0,0
38,81737.67643,649,Contract,148186.6719,36,0.604229392,0,1
62,947822.4724,772,Contract,6911.44787,36,0.00243061,0,0
68,,706,Self-Employed,17372.73794,36,0.032061286,0,0
57,107873.2985,780,Salaried,19509.65469,24,0.090418504,0,0
29,398237.1332,606,Self-Employed,207095.9049,48,0.026000798,1,0
37,92130.01556,568,Unemployed,29704.51158,48,0.080594372,0,0
68,48670.85508,664,Self-Employed,38008.02706,60,0.156145431,0,0
49,63515.15756,523,Salaried,58008.26782,24,0.456562752,0,1
68,45565.5019,630,Contract,43469.59487,48,0.238437788,0,0
55,104329.8478,587,Salaried,42441.10603,36,0.135583523,0,1
57,250229.2569,641,Self-Employed,102271.0587,48,0.102172459,0,0
59,199136.3693,682,Salaried,46270.51035,48,0.058085475,0,0
38,131245.4294,725,Salaried,33744.23826,24,0.128542203,0,0
34,92149.26867,505,Salaried,22206.08083,48,0.06023702,0,0
18,141736.859,512,Self-Employed,61975.10696,24,0.218608839,0,0
68,132251.5401,707,Contract,56476.29481,24,0.213499105,0,0
61,164098.4112,733,Unemployed,70618.45897,36,0.143436886,0,0
45,47440.9636,545,Salaried,13995.37592,36,0.098310515,0,0
19,698912.301,623,Self-Employed,64982.67123,48,0.023243816,0,0
34,65635.07573,602,Contract,95468.16607,60,0.290852761,1,1
56,79972.14209,693,Self-Employed,18862.87362,24,0.117916334,0,0
31,167769.248,607,Self-Employed,70384.72974,60,0.083900591,1,0
31,401584.7322,713,Salaried,5716.356133,48,0.003558518,0,0
61,325632.3723,999,Salaried,41884.3962,60,0.02572401,0,0
65,72382.94052,569,Unemployed,88948.9665,60,0.245732549,0,1
35,51427.06214,546,Salaried,19233.35487,48,0.093476407,0,0
57,306084.7446,854,Contract,12413.55604,36,0.013518118,0,0
51,106176.7503,999,Salaried,35723.67059,60,0.067283343,1,0
60,199281.4056,664,Self-Employed,10711.02592,36,0.017915003,0,0
18,191247.2849,600,Salaried,34872.81695,48,0.045583169,1,0
59,76445.07682,693,Self-Employed,16802.24635,48,0.054940128,0,0
35,155325.1852,689,Salaried,32799.19205,48,0.05278709,1,0
65,296088.207,705,Salaried,21571.54214,12,0.072852168,0,0
51,176419.024,831,Salaried,4083.055433,12,0.023142503,0,0
40,73517.36324,470,Salaried,94143.65381,48,0.320088634,0,1
66,175013.5676,702,Contract,38743.76367,48,0.055340149,0,0
33,257502.3559,767,Self-Employed,55978.9302,24,0.021738178,0,0
36,175724.2258,573,Salaried,69732.07108,60,0.079359928,1,1
54,175135.2453,715,Salaried,47961.05012,12,0.27383274,0,0
23,184987.0192,716,Salaried,85383.13246,36,0.153844298,0,0
41,59537.10488,787,Self-Employed,47761.37498,24,0.401025129,1,1
34,100879.4298,581,Salaried,22363.8352,48,0.055415597,0,0
65,146474.3747,572,Salaried,56273.21224,48,0.096038305,1,1
33,130230.6358,805,Salaried,60386.76394,48,0.115912051,0,0
56,120273.6323,800,Salaried,12399.75392,48,0.025771478,1,0
65,105910.2216,602,Salaried,24509.1824,24,0.115694243,0,0
58,207037.3588,670,Unemployed,20131.67905,60,0.019446261,0,0
23,203187.4435,658,Salaried,34105.68936,60,0.033568684,0,0
33,457331.8275,675,Salaried,10015.71234,60,0.004379949,0,0
26,147741.8927,524,Unemployed,97371.61024,36,0.219670716,0,1
46,438748.8577,485,Unemployed,95091.45544,60,0.04334546,0,1
21,26037.0633,811,Salaried,37678.4923,24,0.723221635,1,1
43,256668.865,593,Contract,6583.816718,60,0.005129963,1,1
55,70044.63769,698,Unemployed,28442.32149,24,0.202995194,0,0
43,495305.8305,534,Salaried,9063.772288,36,0.006099634,0,0
31,40699.93786,596,Contract,31618.93373,60,0.155330035,0,1
52,126851.4948,679,Salaried,32912.44714,36,0.086477325,0,0
66,123292.5822,568,Contract,84274.45588,60,0.136693145,1,1
60,48666.14462,446,Salaried,52597.84007,36,0.360174232,1,1
41,86936.53338,476,Salaried,28950.74586,48,0.083241041,1,1
25,146426.0559,620,Salaried,43760.95802,36,0.099611989,0,0
57,97251.18176,675,Salaried,30754.0259,24,0.158096956,1,0
42,117631.1017,687,Salaried,20148.77259,12,0.171270328,0,0
21,174638.3102,624,Contract,22508.01362,36,0.042958247,0,0
32,39614.76916,604,Contract,23046.0016,36,0.193858866,0,0
33,384119.3923,581,Self-Employed,11864.69428,48,0.007721768,1,0
28,193809.5014,690,Salaried,91108.84592,60,0.094013146,0,0
45,60684.12637,628,Self-Employed,14523.89262,12,0.239288625,0,0
24,156174.4201,807,Contract,21375.02778,60,0.027371173,0,0
67,247814.6441,675,Contract,21951.25173,36,0.029525009,0,0
55,156967.137,676,Salaried,33316.20135,60,0.042446661,0,0
41,219859.898,572,Salaried,39825.10159,36,0.060376219,0,0
48,274798.0176,697,Self-Employed,21626.38719,36,0.026231925,0,0
21,54459.18759,627,Self-Employed,126701.5599,48,0.58150724,0,1
54,100151.7241,523,Contract,18201.79412,60,0.036344084,0,0
52,659383.5604,622,Salaried,52870.11473,36,0.026726555,0,0
23,112957.2889,705,Salaried,40090.03407,24,0.177437755,0,0
63,252235.8437,461,Self-Employed,89907.77246,12,0.356426327,0,0
50,399775.4882,711,Salaried,54050.8379,12,0.135198923,0,0
69,185101.8492,690,Self-Employed,21836.90179,36,0.03932157,1,0
49,107825.7196,566,Contract,27323.52778,36,0.084458783,0,0
63,257258.5003,788,Salaried,69633.12438,48,0.067665283,1,0
55,226964.0392,637,Contract,129030.3241,12,0.56847553,0,0
52,120516.0771,602,Self-Employed,30292.51998,60,0.050266329,0,0
34,156175.1171,724,Salaried,19471.36677,12,0.12466692,0,0
49,125076.8357,675,Salaried,39432.78697,36,0.10507942,0,0
31,77127.94555,747,Self-Employed,19749.3505,60,0.051203952,0,0
36,171847.3655,543,Contract,59998.5205,48,0.087278515,0,0
41,653578.4675,544,Salaried,21304.96921,24,0.016298409,0,0
56,304969.8137,702,Salaried,59960.92199,12,0.19660491,0,0
28,616884.2385,999,Self-Employed,36744.17762,48,0.014890745,0,0
24,243945.4529,900,Self-Employed,11292.34182,36,0.015429387,0,0
62,311777.2711,610,Self-Employed,14291.63442,24,0.02291874,0,0
41,141588.8173,644,Unemployed,13229.60982,60,0.018685782,0,0
41,107301.7382,803,Salaried,39340.2132,36,0.122196884,0,0
31,107061.5447,760,Salaried,122487.0257,36,0.381317427,0,0
41,322240.5881,622,Self-Employed,71735.5955,48,0.055651683,0,0
28,287361.4507,662,Salaried,175294.9784,12,0.609990164,0,0
25,196616.6957,457,Salaried,7489.907315,60,0.007618326,0,0
61,194953.5617,666,Salaried,15739.26868,48,0.020182114,0,0
32,404685.0854,381,Salaried,36804.89221,60,0.01818886,0,0
59,57800.69285,757,Self-Employed,19485.55583,24,0.168523164,0,0
19,171964.177,900,Salaried,75505.66765,24,0.219523625,0,0
41,516454.0171,690,Self-Employed,60848.59673,48,0.029454308,1,0
62,286755.0762,666,Salaried,17119.7797,48,0.014924813,0,0
27,61453.44555,607,Contract,20443.87049,24,0.166303769,0,0
49,244242.6571,562,Self-Employed,19836.21056,36,0.027070396,0,0
34,176220.9533,662,Self-Employed,52662.06735,60,0.059764155,0,0
27,355265.6691,629,Salaried,20770.85284,48,0.014615929,0,0
39,120545.3423,573,Contract,65935.79525,60,0.109384952,0,1
23,285021.8938,673,Salaried,21815.52802,12,0.07653661,0,0
44,64793.29585,692,Salaried,28628.65525,48,0.110441033,0,0
37,925404.3567,678,Self-Employed,24048.74758,24,0.012993474,0,0
18,601005.1963,698,Salaried,177816.5138,36,0.098619759,0,0
34,178802.7875,688,Salaried,20042.5026,60,0.022417053,0,0
18,78021.74158,628,Contract,12739.13325,12,0.163251601,0,0
54,361143.1229,696,Salaried,12885.67663,36,0.011893021,1,0
32,329043.4265,694,Unemployed,64716.13509,36,0.065557481,0,0
18,577084.2225,673,Contract,14903.46312,48,0.00645623,0,0
34,135820.6697,665,Salaried,71489.65365,24,0.263153385,0,0
63,164935.5282,617,Self-Employed,57126.46556,36,0.115443713,0,0
62,134035.5143,587,Self-Employed,121983.71,60,0.182000704,0,1
60,147122.2803,760,Salaried,7774.551901,36,0.01761328,0,0
61,64549.41702,624,Self-Employed,182801.8551,60,0.566288237,0,1
55,456087.8036,738,Salaried,49030.64012,12,0.107499805,0,0
60,114266.2951,568,Salaried,72137.77733,48,0.157811633,0,0
19,113895.9413,492,Unemployed,40328.26868,36,0.118014215,0,1
35,40814.99902,776,Self-Employed,42640.30817,60,0.208882892,0,0
29,81159.98,633,Self-Employed,8815.810766,48,0.027151644,1,0
46,233974.6796,576,Self-Employed,20970.00194,12,0.089620495,0,0
40,95107.13089,599,Contract,58957.13996,12,0.619824208,0,1
64,61223.62631,686,Self-Employed,23190.16709,48,0.094675961,0,0
26,236204.0736,480,Salaried,13598.38624,36,0.019189191,0,0
25,436563.4178,623,Salaried,166592.4241,12,0.381589108,0,0
67,158359.3863,701,Salaried,36796.31995,24,0.116170985,0,0
33,399636.0843,416,Self-Employed,26189.82037,24,0.032766103,0,0
40,157824.4309,612,Contract,29024.00203,60,0.036777317,0,0
46,202382.0624,673,Self-Employed,50283.81363,60,0.049689021,0,0
27,168211.8536,686,Self-Employed,28802.65002,60,0.034243241,0,0
29,535005.4977,557,Salaried,19053.10654,12,0.035612119,0,0
69,194344.6585,493,Self-Employed,35631.93351,12,0.183332713,0,0
29,102064.9831,727,Self-Employed,79171.68409,24,0.387803801,0,1
47,100862.8402,734,Salaried,11454.95187,48,0.028389021,1,0
27,69510.63158,720,Salaried,12585.542,60,0.036205597,0,0
31,105523.2697,720,Salaried,29824.62357,24,0.141301688,0,0
21,698231.5465,516,Salaried,13047.91711,60,0.003737354,1,0
64,151050.8288,798,Salaried,22919.07833,36,0.050572949,0,0
37,63835.90465,513,Salaried,23485.02458,48,0.091956912,1,1
58,192348.597,449,Contract,66329.68187,60,0.068963897,0,0
56,178793.6522,490,Self-Employed,34334.78204,12,0.192022912,0,1
24,146384.673,642,Salaried,18503.645,12,0.12639389,1,0
47,98411.9171,324,Salaried,42026.86566,12,0.426998507,0,1
69,279978.6391,674,Contract,9223.391189,36,0.010980595,0,0
58,677869.7842,544,Self-Employed,42235.25574,48,0.015576188,1,1
41,192829.1113,518,Salaried,10044.25638,12,0.052085659,0,0
27,120545.1597,598,Salaried,23347.86474,24,0.096833174,1,1
69,602558.9694,665,Salaried,24879.29518,12,0.041288573,0,0
62,32314.70137,708,Salaried,106068.3855,60,0.656227707,1,1
55,27509.12191,759,Self-Employed,109403.0513,24,1.987619757,0,1
53,68468.65089,538,Salaried,39094.1148,60,0.114175652,0,1
34,917631.7658,648,Contract,50810.06916,36,0.018456715,1,0
38,414255.7588,541,Self-Employed,33333.41209,60,0.01609269,0,0
63,155262.0951,697,Self-Employed,68049.00163,24,0.219125417,0,0
20,143288.5011,667,Self-Employed,250508.2742,12,1.748132576,0,1
18,59678.16688,782,Self-Employed,89624.36233,60,0.300298582,0,1
35,227989.5595,685,Salaried,25185.20224,36,0.036820219,1,0
19,606907.2282,567,Salaried,7581.439877,24,0.006245839,0,0
57,107902.7698,702,Salaried,32538.22853,12,0.301517842,0,0
65,132112.5069,625,Salaried,73266.05074,48,0.138630698,1,0
21,386780.3659,759,Salaried,28013.06675,36,0.024141347,0,0
49,322079.2078,659,Self-Employed,28389.31003,12,0.088140593,1,0
36,178191.8264,720,Contract,122223.904,36,0.228621922,0,0
37,136352.2567,545,Self-Employed,36683.76476,24,0.134506526,0,0
59,167498.0336,638,Contract,120370.6263,12,0.71858756,0,0
66,190331.7252,658,Salaried,29478.39337,48,0.038717317,0,0
66,166755.7364,428,Unemployed,12349.92328,12,0.074054632,0,0
24,207025.9972,639,Salaried,12120.94341,24,0.029272268,0,0
26,376939.0719,693,Self-Employed,29929.70444,48,0.01984986,0,0
24,354097.0621,479,Salaried,66777.47583,48,0.04714471,1,0
44,296978.9659,551,Contract,53380.52052,48,0.044934465,1,0
38,276208.4395,630,Self-Employed,45504.92729,48,0.041185337,0,0
52,464402.7627,465,Salaried,71277.08347,60,0.030695443,0,0
41,209061.9396,728,Salaried,13673.78551,12,0.065401673,1,0
49,175768.5119,757,Salaried,61601.8421,24,0.175223753,0,0
29,50433.41847,648,Salaried,40285.72519,12,0.798600278,0,1
40,133784.1594,683,Salaried,45761.93379,24,0.17101363,0,0
53,67789.5312,720,Self-Employed,25693.24965,24,0.189473963,0,0
66,129076.1825,620,Salaried,56102.38187,60,0.086921019,0,0
46,154131.651,524,Salaried,224361.286,24,0.727766874,0,1
20,322335.7763,727,Salaried,15509.24291,60,0.009622677,0,0
60,77990.5547,778,Salaried,12267.98827,12,0.15727675,1,0
25,284114.6231,654,Salaried,21037.5814,36,0.024680993,0,0
51,152946.0801,687,Unemployed,88717.57634,48,0.145003089,0,0
31,81325.78926,590,Self-Employed,19405.00471,24,0.119286526,0,0
53,,712,Self-Employed,18100.96241,36,0.186391267,0,0
65,151267.2274,767,Self-Employed,10757.48384,24,0.035555059,0,0
63,170905.5781,675,Salaried,94572.55123,36,0.184440852,0,0
49,161582.9518,759,Self-Employed,47655.0988,60,0.058980925,0,0
24,286768.356,653,Salaried,29267.92611,36,0.034018981,1,0
27,303744.1794,466,Self-Employed,89010.00043,12,0.293031077,0,0
29,332934.789,554,Self-Employed,41014.80865,36,0.041062426,0,0
57,132730.1206,800,Salaried,22940.79138,24,0.086411123,0,0
40,105686.208,679,Self-Employed,20303.947,48,0.048023395,0,0
28,146713.6593,600,Salaried,16144.31983,48,0.027507663,1,0
69,188199.0641,696,Salaried,24817.49664,24,0.065929962,0,0
30,177901.7728,636,Salaried,48699.24317,12,0.273723852,0,0
29,136841.8629,651,Salaried,34755.01873,60,0.050791433,0,0
24,96536.42472,490,Salaried,28073.23698,60,0.058153692,0,0
61,54280.3126,686,Salaried,86282.06733,12,1.589213338,0,1
27,622730.9056,689,Self-Employed,72945.42729,12,0.117135702,0,0
24,110031.8327,822,Salaried,68913.98397,36,0.208747073,0,0
68,88890.23866,585,Salaried,22125.77514,36,0.082959198,0,0
44,381433.0734,632,Salaried,17059.04612,60,0.008944431,0,0
24,149763.9014,723,Salaried,9924.905316,12,0.066265035,0,0
67,183075.1093,680,Salaried,11310.76466,12,0.06177805,0,0
41,285633.8721,695,Self-Employed,7085.485895,48,0.006201285,0,0
40,312400.6819,666,Contract,18384.06093,24,0.029422719,0,0
42,227704.8231,586,Contract,10332.62826,60,0.00907498,0,0
61,165396.5314,587,Salaried,12427.28744,60,0.015026175,0,0
53,361402.3362,838,Self-Employed,22166.86719,48,0.015333417,0,0
50,151579.2149,677,Salaried,11874.85097,36,0.026111564,0,0
54,146714.1239,684,Salaried,64536.22095,48,0.109960345,0,0
59,104043.9985,636,Salaried,128260.0091,12,1.232605626,0,1
56,226059.6323,504,Contract,8505.754223,60,0.007524831,0,0
69,125182.3214,626,Salaried,34784.10545,24,0.13892046,0,0
24,322865.8812,749,Salaried,15354.23184,36,0.015851434,1,0
47,27206.00784,607,Salaried,14854.42482,24,0.27287862,0,0
48,,612,Salaried,28805.41997,48,0.087508298,0,0
62,537252.5034,493,Salaried,65519.69622,48,0.030487635,0,0
63,60855.12555,494,Self-Employed,59051.25104,36,0.32338886,0,1
54,70693.95222,763,Self-Employed,46459.06319,48,0.164268572,1,1
38,373965.7783,786,Salaried,15374.79034,60,0.008222302,0,0
51,70683.56839,631,Salaried,83838.76631,24,0.592956307,1,1
63,67022.08671,721,Salaried,46505.67194,60,0.13875231,0,0
38,202635.5698,859,Salaried,37581.78586,48,0.04636348,0,0
57,,631,Self-Employed,37763.89572,12,0.05535434,0,0
37,243764.4083,656,Unemployed,21052.52105,24,0.04317998,0,0
51,41909.31961,591,Salaried,15301.79427,48,0.091253057,0,0
25,140628.0164,825,Contract,101904.582,24,0.362288716,0,0
49,327009.3035,615,Salaried,37575.65039,48,0.02872569,0,0
69,105414.1209,732,Salaried,12350.01115,12,0.11714375,1,0
47,42263.93181,677,Salaried,31984.66144,48,0.189142262,0,0
46,116567.6393,618,Salaried,23967.87509,36,0.068530764,0,0
22,114669.6738,557,Salaried,32838.57356,24,0.143172717,0,0
47,90378.04477,614,Self-Employed,42354.07026,12,0.468570077,0,0
29,199435.8073,554,Salaried,20668.08703,24,0.051813272,0,0
56,48305.26022,717,Contract,47828.86149,24,0.494945919,0,1
44,277334.0756,999,Self-Employed,46986.65976,48,0.042353817,0,0
30,68321.07676,643,Salaried,4830.587178,24,0.035345893,1,0
64,143127.0913,753,Salaried,19279.88794,36,0.044897793,0,0
27,69740.9066,763,Salaried,19985.44162,36,0.095505896,0,0
53,192921.2099,626,Contract,20603.72807,24,0.053396012,1,0
48,56833.91741,663,Salaried,212487.4168,24,1.868976933,0,1
33,,581,Salaried,67839.57015,24,0.182623821,0,0
56,88587.33209,505,Unemployed,10567.74926,48,0.02981893,0,0
62,125130.7314,681,Salaried,14471.32095,12,0.115638526,0,0
53,531302.5414,599,Self-Employed,57171.50698,60,0.021520776,0,0
43,87162.77156,656,Salaried,59531.50736,60,0.136579669,0,0
61,121380.8077,681,Salaried,30819.5233,12,0.253882614,0,0
37,116104.3009,632,Contract,12000.22044,24,0.051673281,0,0
51,128099.118,420,Salaried,17678.89578,48,0.034499144,0,0
54,224950.6616,602,Self-Employed,52914.68566,60,0.047043083,0,0
25,150323.892,697,Salaried,106830.3382,24,0.355305499,0,0
21,111779.3382,615,Salaried,131553.6561,36,0.392259538,0,1
46,251531.5577,681,Self-Employed,29913.58498,12,0.1189201,0,0
48,39900.00614,705,Self-Employed,40527.48106,60,0.203084159,0,0
19,802742.4776,791,Salaried,77667.28119,36,0.032250326,0,0
42,168013.1013,999,Salaried,46953.09939,36,0.093146994,0,0
55,189176.6128,626,Self-Employed,17984.58802,60,0.019012337,0,0
20,246949.8724,675,Self-Employed,39043.2362,24,0.079047093,0,0
63,,831,Self-Employed,240847.6262,48,0.326530672,1,1
59,160086.8224,650,Unemployed,13090.80219,48,0.020441753,1,0
60,68139.70175,663,Self-Employed,15420.41661,36,0.075422018,0,0
22,275472.7776,857,Salaried,57698.67749,24,0.104722079,0,0
39,487599.2215,568,Salaried,63515.6755,48,0.032564712,0,0
33,169057.7033,680,Salaried,50805.55629,48,0.075125163,0,0
26,80722.96907,607,Salaried,83701.79483,24,0.518373858,0,0
65,228471.1383,680,Salaried,55904.32882,12,0.244675949,1,0
26,83238.00294,560,Self-Employed,15003.76665,36,0.06007514,1,0
66,272616.2209,786,Contract,23865.85392,48,0.021884981,0,0
29,94037.62647,823,Salaried,70077.4163,36,0.248370351,0,0
64,286485.3404,564,Self-Employed,109185.1544,60,0.076220711,0,0
59,47630.45684,681,Salaried,44941.27842,36,0.314434375,0,0
21,1248077.242,601,Self-Employed,17864.26016,12,0.014313288,0,0
66,317388.3634,441,Salaried,36186.94562,60,0.022802082,0,0
35,320801.3875,596,Salaried,21566.5648,24,0.03361232,0,0
35,,726,Self-Employed,27581.24097,48,0.027807464,1,0
59,318360.7669,449,Salaried,42186.89005,60,0.02650157,0,0
60,90233.87994,709,Salaried,63083.77225,60,0.139804216,0,0
50,189450.6592,505,Salaried,129723.4515,12,0.68469139,0,1
59,118417.8066,726,Self-Employed,36798.04487,60,0.062143215,0,0
20,61846.12892,721,Salaried,11218.35909,24,0.090678131,0,0
55,343482.5485,685,Salaried,37699.11055,48,0.027437925,0,0
34,78335.38208,532,Salaried,36107.85919,12,0.460868739,0,1
29,230181.5709,543,Salaried,47517.32744,60,0.041284669,0,0
28,268274.492,599,Salaried,160970.0717,36,0.199997734,0,1
34,211464.1907,582,Salaried,60977.41016,48,0.072085432,0,0
52,184742.0632,643,Self-Employed,21222.76007,60,0.022974066,0,0
58,167885.4963,690,Self-Employed,7278.73617,36,0.014450754,1,0
67,239351.502,717,Salaried,33733.46845,12,0.140929875,0,0
23,181759.7175,763,Self-Employed,32145.50805,24,0.088422744,0,0
52,437109.3856,484,Salaried,9755.650995,60,0.004463589,1,1
23,132140.0349,628,Salaried,32826.65212,12,0.248400656,0,0
49,361979.3879,573,Salaried,43973.64543,60,0.02429541,0,0
28,,758,Self-Employed,76201.95383,24,0.265815905,0,0
60,84549.8375,595,Salaried,23466.6463,48,0.069377177,0,0
56,94010.74556,767,Unemployed,18112.99892,24,0.096322431,0,0
30,92735.544,488,Salaried,11351.01365,36,0.040795379,0,0
30,301162.8931,727,Salaried,90965.51214,60,0.060407102,0,0
56,75095.91061,590,Salaried,86969.79304,12,1.1579312,0,1
63,208622.5525,594,Self-Employed,95948.75536,36,0.030659273,0,0
51,343586.6849,631,Salaried,11720.12343,36,0.011369973,0,0
20,33716.86864,601,Salaried,138352.1878,24,2.050946168,1,1
49,269053.0689,517,Contract,28045.9706,24,0.05211745,0,0
21,685131.5353,709,Salaried,40864.08919,48,0.014910777,0,0
57,189321.8677,641,Salaried,26107.93354,24,0.068946813,0,0
18,315601.3816,501,Self-Employed,43389.92526,48,0.034369523,1,1
26,236635.3021,576,Self-Employed,39455.77301,60,0.033345635,0,0
66,128830.3003,662,Self-Employed,100501.8891,36,0.052002533,0,0
67,120656.4721,791,Salaried,14893.38319,48,0.030855995,0,0
24,239351.7968,498,Salaried,48334.20988,24,0.020192782,0,0
44,,652,Salaried,20412.6138,60,0.039787832,0,0
20,110784.996,693,Salaried,20919.52624,48,0.047202377,0,0
39,248203.9627,642,Contract,16181.80575,24,0.032596223,0,0
33,92570.30978,999,Contract,212822.0541,24,1.149366735,0,1
25,257320.7619,716,Salaried,46280.51364,12,0.179846955,0,0
22,113445.2423,754,Self-Employed,111338.726,36,0.327109208,0,0
66,112075.651,510,Self-Employed,38597.56547,36,0.114783877,0,0
47,166584.1963,854,Salaried,53481.956,60,0.064205495,0,0
45,228491.5383,740,Contract,6649.85994,24,0.014550891,0,0
68,142542.8897,663,Contract,33418.20694,36,0.078141145,0,0
44,,616,Self-Employed,71418.01091,24,0.08051868,0,0
67,80004.74177,565,Salaried,52532.511,24,0.328259498,0,1
39,858959.1596,999,Salaried,84157.59335,24,0.048987438,0,0
47,328586.9834,526,Salaried,7256.285956,48,0.005520624,0,0
54,192077.6346,767,Salaried,17470.10734,48,0.022736921,0,0
24,246277.054,669,Salaried,17273.89507,48,0.017534168,0,0
67,49952.3781,496,Self-Employed,79403.45724,48,0.397300338,0,1
47,63007.01534,609,Salaried,16935.72572,12,0.268739929,0,0
30,135416.6248,864,Salaried,36363.95627,60,0.053702024,0,0
39,139252.599,668,Contract,80613.65708,60,0.115770494,0,0
28,579636.1142,599,Unemployed,14635.38761,12,0.025248745,0,0
22,213278.3595,610,Self-Employed,24813.43256,12,0.02326728,0,0
39,313071.505,650,Salaried,31989.13469,24,0.051087225,0,0
32,160018.4633,710,Salaried,28721.4725,36,0.059825011,0,0
56,96691.16196,676,Salaried,73983.59858,12,0.765058733,0,1
54,237544.3813,682,Salaried,21024.4068,24,0.044251404,0,0
48,178410.7411,610,Salaried,22746.91083,36,0.042496285,1,0
46,213050.4519,576,Salaried,104620.977,24,0.245517162,1,1
56,,789,Salaried,22673.31134,12,0.164039786,0,0
34,67639.1635,805,Salaried,17979.94368,48,0.066443586,1,0
58,740940.6408,591,Salaried,88068.07776,12,0.118857904,0,0
23,100695.0557,662,Salaried,99039.33819,36,0.327813305,0,1
58,149324.3848,515,Salaried,65229.11113,24,0.218396579,0,0
34,231815.2063,547,Self-Employed,37416.46275,36,0.053799355,1,0
51,46626.98587,726,Salaried,70134.93125,24,0.751891684,0,1
40,426230.9939,727,Salaried,72832.22434,36,0.056956732,0,0
69,87914.98956,743,Salaried,10375.64929,48,0.029500752,0,0
47,302096.0335,872,Self-Employed,110241.6528,48,0.091227012,0,0
30,61154.41319,474,Salaried,23155.47039,24,0.189282559,1,1
47,260133.1858,468,Salaried,53875.33088,48,0.051774292,0,0
66,42787.40939,692,Salaried,24300.78622,60,0.113556643,0,0
37,399832.066,681,Contract,10303.67306,60,0.005153846,0,0
23,210332.2395,828,Contract,17869.33558,60,0.016990563,0,0
48,193054.0872,999,Salaried,32166.5511,48,0.041652254,0,0
36,301256.132,611,Salaried,37782.33293,24,0.062705492,0,0
23,83715.68761,731,Contract,19103.83975,36,0.076055446,0,0
51,102267.8577,650,Salaried,68759.56811,12,0.672268907,0,0
45,71315.21247,574,Salaried,42023.20957,60,0.117832194,0,0
30,76171.06073,761,Salaried,34682.4935,60,0.091050407,0,0
69,209703.5669,652,Self-Employed,34268.76696,60,0.032681186,0,0
27,148984.7411,628,Self-Employed,81911.85558,36,0.183252007,0,0
58,54199.64966,629,Salaried,17106.19197,12,0.315544575,0,0
62,162633.6741,900,Salaried,30717.42863,48,0.047215256,0,0
24,204576.4909,594,Contract,456039.7624,60,0.445811747,0,1
35,254080.754,587,Self-Employed,18540.30371,12,0.072966676,1,1
39,417599.9781,666,Self-Employed,38390.91483,48,0.022982408,0,0
31,101402.722,682,Salaried,100721.5242,24,0.496582361,1,1
53,267853.9573,663,Self-Employed,7651.627891,12,0.028565137,0,0
25,153216.3553,710,Salaried,11396.25378,60,0.014874863,0,0
29,205622.7832,742,Self-Employed,37155.53154,48,0.045171749,0,0
57,501629.6742,667,Salaried,49544.63324,60,0.019752997,0,0
65,78025.79195,596,Salaried,32510.53852,60,0.083319986,1,1
50,408059.7243,697,Salaried,38347.3437,36,0.031324023,0,0
41,367606.1562,601,Salaried,61850.59733,12,0.168246851,0,0
59,115368.7044,647,Contract,13545.13325,24,0.058697567,0,0
56,266638.268,545,Salaried,706439.7902,12,0.529862427,0,1
31,147898.1386,795,Self-Employed,51306.56527,36,0.115625532,0,0
66,54970.67118,709,Contract,41231.42599,48,0.18747464,0,0
68,104424.1051,601,Unemployed,12474.02326,60,0.023888335,1,0
22,136504.8578,725,Contract,76864.65309,36,0.187680492,0,0
36,248567.9383,834,Self-Employed,23464.28021,36,0.031464433,1,0
20,66059.27574,634,Self-Employed,40345.64359,60,0.122127636,0,0
18,114845.3333,588,Contract,22388.46665,60,0.038984828,0,0
57,92475.74058,743,Self-Employed,26170.34833,36,0.094320062,0,0
58,150452.8459,635,Salaried,27722.55633,24,0.092123034,0,0
54,592982.5578,437,Salaried,14582.33664,48,0.006147753,0,0
50,31715.37616,582,Salaried,15424.8295,12,0.486167826,0,1
